Spec_ID,pu id,Type,Status,,,,,,,,,,,,,,,,,,,
133,151,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,151,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,151,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,152,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,152,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,152,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,152,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,152,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,153,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,153,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,153,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,153,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,153,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,154,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,154,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,154,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,154,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,154,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,155,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,155,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,155,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,155,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,155,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,156,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,156,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,156,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,156,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,156,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,157,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,157,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,157,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,157,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,157,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,158,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,158,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,158,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,158,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,158,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,159,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,159,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,159,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,159,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,159,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,160,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
141,161,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
216,161,Sidalcea hickmanii ssp. anomala,"endemic, G3T1/S1",,,,,,,,,,,,,,,,,,,
206,161,Chorizanthe breweri,"endemic, G2/S2.2",,,,,,,,,,,,,,,,,,,
141,162,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,162,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,162,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,162,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,162,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,163,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,163,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,163,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,163,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,163,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,164,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,164,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,164,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,164,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,164,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,165,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
141,166,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
141,167,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,167,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,167,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,167,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,167,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,168,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
141,169,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,169,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,169,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,169,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,169,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,170,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,170,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,170,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,170,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,170,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,171,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,171,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,171,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,171,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,171,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,172,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,172,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,172,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,172,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,172,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,173,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,173,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,173,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,173,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,173,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,174,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,174,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,174,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,174,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,174,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,175,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,175,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,175,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,175,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,175,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,176,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,176,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,176,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,176,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,176,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,177,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,177,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,177,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,177,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,177,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,178,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,178,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,178,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,178,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,178,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,179,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,179,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,179,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,179,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,179,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,180,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,180,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,180,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,180,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,180,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,181,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,181,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,181,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,181,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,181,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,187,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,187,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,187,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,187,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,187,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,188,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,188,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,188,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,188,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,188,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,189,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,189,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,189,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,189,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,189,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,191,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,191,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,191,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,191,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,191,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,195,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,195,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,195,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,195,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,195,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,196,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,196,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,196,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,196,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,196,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,197,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,197,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,197,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,197,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,197,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,274,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,274,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,274,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,274,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,274,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,275,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,275,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,275,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,275,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,275,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,276,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,276,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,276,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,276,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,276,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,281,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,281,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,281,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,281,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,281,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,282,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,282,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,282,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,282,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,282,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,283,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,283,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,283,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,283,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,283,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,286,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,286,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,286,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,286,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,286,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,287,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,287,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,287,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,287,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,287,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,288,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,288,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,288,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,288,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,288,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,289,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,289,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,289,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,289,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,290,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,290,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,290,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,290,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,291,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,291,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,291,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,291,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,292,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,292,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,292,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,292,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,293,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,293,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,293,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,293,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,293,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,294,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,294,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,294,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,294,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,294,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,295,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,295,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
137,295,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,296,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,296,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,296,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,296,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,296,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,297,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,297,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,297,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,297,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,297,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,298,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,298,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,298,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,298,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,298,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,300,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,300,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,300,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,300,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,300,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,301,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,301,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,301,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,301,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,302,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,302,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,302,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,302,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,303,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,303,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,303,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,303,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,303,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,304,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,304,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
137,304,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,305,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,305,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,305,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,305,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,307,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,307,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,307,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,307,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,307,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,308,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,308,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,308,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,308,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,308,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,309,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,309,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,309,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,309,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
122,310,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,310,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
137,310,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,311,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,311,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,311,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,311,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,311,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,312,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,312,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,312,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,312,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,312,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,313,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,313,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,313,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,313,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,313,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,314,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,314,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,314,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,314,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,314,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,315,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,315,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,315,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,315,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,315,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,316,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,316,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,316,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,316,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,316,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,317,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,317,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,317,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,317,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,317,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,319,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,319,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,319,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,319,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,319,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,320,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,320,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,320,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,320,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,320,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,321,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,321,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,321,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,321,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,321,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,322,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,322,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,322,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,322,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,322,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,323,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,323,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,323,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,323,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,323,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
141,324,Accipiter striatus,G5/S3,,,,,,,,,,,,,,,,,,,
122,324,Buteo regalis,G4/S3S4,,,,,,,,,,,,,,,,,,,
133,324,Circus cyaneus,G5/S3,,,,,,,,,,,,,,,,,,,
132,324,Falco columbarius,G5/S3,,,,,,,,,,,,,,,,,,,
137,324,Falco mexicanus,G5/S3,,,,,,,,,,,,,,,,,,,
